instr_Loop.thisRepN,instr_Loop.thisTrialN,instr_Loop.thisN,instr_Loop.thisIndex,instr_Loop.ran,instructionImage,time,age,sex (female/male),order,date,expName,psychopyVersion,OS,frameRate,struc_judge_respond.keys,struc_judge_respond.corr,struc_judge_respond.rt,dual_respond.keys,dual_respond.corr,dual_respond.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim1,stim2,isAnyChange,corrAns,selectBlock.thisRepN,selectBlock.thisTrialN,selectBlock.thisN,selectBlock.thisIndex,selectBlock.ran,condsFile,condsImage,remaining
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.62312,1,1,1.93125,0,3,3,8,1,Stimuli/testStimuliSquare/6u_s_23_2D.png,Stimuli/testStimuliSquare/6u_s_23_2D.png,0,9,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.778995,9,1,0.629915,0,4,4,13,1,Stimuli/testStimuliSquare/6u_s_19_s_2D.png,Stimuli/testStimuliSquare/6u_d_19_s_2D.png,1,1,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1.002745,9,1,0.774465,0,5,5,9,1,Stimuli/testStimuliSquare/6u_s_23_2D.png,Stimuli/testStimuliSquare/6u_d_23_2D.png,1,1,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.762275,9,0,0.91443,0,6,6,7,1,Stimuli/testStimuliSquare/6u_s_22_2D.png,Stimuli/testStimuliSquare/6u_d_22_2D.png,1,1,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,1,0,0.964105,1,1,1.094705,0,7,7,18,1,Stimuli/testStimuliSquare/6u_s_22_s_2D.png,Stimuli/testStimuliSquare/6u_s_22_s_2D.png,0,9,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1.04918,9,1,0.652365,0,8,8,1,1,Stimuli/testStimuliSquare/6u_s_19_2D.png,Stimuli/testStimuliSquare/6u_d_19_2D.png,1,1,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.69931,1,1,0.88369,0,9,9,11,1,Stimuli/testStimuliSquare/6u_s_24_2D.png,Stimuli/testStimuliSquare/6u_d_24_2D.png,1,1,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,1,0,0.872365,1,1,0.585695,0,10,10,6,1,Stimuli/testStimuliSquare/6u_s_22_2D.png,Stimuli/testStimuliSquare/6u_s_22_2D.png,0,9,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.59581,1,1,0.7115,0,11,11,10,1,Stimuli/testStimuliSquare/6u_s_24_2D.png,Stimuli/testStimuliSquare/6u_s_24_2D.png,0,9,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1.295285,1,1,0.5227,0,12,12,15,1,Stimuli/testStimuliSquare/6u_s_20_s_2D.png,Stimuli/testStimuliSquare/6u_d_20_s_2D.png,1,1,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.872535,1,1,0.70192,0,13,13,5,1,Stimuli/testStimuliSquare/6u_s_21_2D.png,Stimuli/testStimuliSquare/6u_d_21_2D.png,1,1,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.876105,1,1,0.49981,0,14,14,16,1,Stimuli/testStimuliSquare/6u_s_21_s_2D.png,Stimuli/testStimuliSquare/6u_s_21_s_2D.png,0,9,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.811965,1,1,0.570235,0,15,15,17,1,Stimuli/testStimuliSquare/6u_s_21_s_2D.png,Stimuli/testStimuliSquare/6u_d_21_s_2D.png,1,1,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,1,0,1.1123,9,1,0.49178,0,16,16,20,1,Stimuli/testStimuliSquare/6u_s_23_s_2D.png,Stimuli/testStimuliSquare/6u_s_23_s_2D.png,0,9,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.649965,1,1,0.669355,0,17,17,19,1,Stimuli/testStimuliSquare/6u_s_22_s_2D.png,Stimuli/testStimuliSquare/6u_d_22_s_2D.png,1,1,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.68871,1,1,1.211625,0,18,18,3,1,Stimuli/testStimuliSquare/6u_s_20_2D.png,Stimuli/testStimuliSquare/6u_d_20_2D.png,1,1,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.988065,9,1,0.60557,0,19,19,4,1,Stimuli/testStimuliSquare/6u_s_21_2D.png,Stimuli/testStimuliSquare/6u_s_21_2D.png,0,9,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.69138,1,1,0.554735,0,20,20,2,1,Stimuli/testStimuliSquare/6u_s_20_2D.png,Stimuli/testStimuliSquare/6u_s_20_2D.png,0,9,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,9,0,1.0164,1,1,0.84643,0,21,21,23,1,Stimuli/testStimuliSquare/6u_s_24_s_2D.png,Stimuli/testStimuliSquare/6u_d_24_s_2D.png,1,1,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.9388,1,1,1.060495,0,22,22,14,1,Stimuli/testStimuliSquare/6u_s_20_s_2D.png,Stimuli/testStimuliSquare/6u_s_20_s_2D.png,0,9,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.827965,9,1,1.025345,0,23,23,21,1,Stimuli/testStimuliSquare/6u_s_23_s_2D.png,Stimuli/testStimuliSquare/6u_d_23_s_2D.png,1,1,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,0,8,8,8,1,Stimuli/trialListSquares4.xlsx,Instructions/instr_18.png,Progress: 168 of 192 trials completed
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,9,0,0.882755,9,1,0.64014,0,0,0,1,1,Stimuli/testStimuliCube/6u_s_1.png,Stimuli/testStimuliCube/6u_d_1.png,1,1,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.86629,1,0,1.054175,0,1,1,9,1,Stimuli/testStimuliCube/6u_s_5.png,Stimuli/testStimuliCube/6u_d_5.png,1,1,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.92079,9,1,1.22089,0,2,2,0,1,Stimuli/testStimuliCube/6u_s_1.png,Stimuli/testStimuliCube/6u_s_1.png,0,9,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,9,0,0.753525,9,1,0.608595,0,3,3,23,1,Stimuli/testStimuliCube/6u_s_6_s.png,Stimuli/testStimuliCube/6u_d_6_s.png,1,1,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,9,0,0.94913,1,1,0.590285,0,4,4,19,1,Stimuli/testStimuliCube/6u_s_4_s.png,Stimuli/testStimuliCube/6u_d_4_s.png,1,1,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1.17189,1,0,0.80413,0,5,5,12,1,Stimuli/testStimuliCube/6u_s_1_s.png,Stimuli/testStimuliCube/6u_s_1_s.png,0,9,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.899045,9,1,1.96645,0,6,6,17,1,Stimuli/testStimuliCube/6u_s_3_s.png,Stimuli/testStimuliCube/6u_d_3_s.png,1,1,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.92161,1,1,0.909445,0,7,7,16,1,Stimuli/testStimuliCube/6u_s_3_s.png,Stimuli/testStimuliCube/6u_s_3_s.png,0,9,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.755285,9,1,0.552195,0,8,8,6,1,Stimuli/testStimuliCube/6u_s_4.png,Stimuli/testStimuliCube/6u_s_4.png,0,9,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.808855,9,1,1.49986,0,9,9,7,1,Stimuli/testStimuliCube/6u_s_4.png,Stimuli/testStimuliCube/6u_d_4.png,1,1,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,9,0,0.781665,9,1,0.778845,0,10,10,13,1,Stimuli/testStimuliCube/6u_s_1_s.png,Stimuli/testStimuliCube/6u_d_1_s.png,1,1,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,9,0,0.912655,1,1,0.6487,0,11,11,3,1,Stimuli/testStimuliCube/6u_s_2.png,Stimuli/testStimuliCube/6u_d_2.png,1,1,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.589475,9,1,0.876365,0,12,12,20,1,Stimuli/testStimuliCube/6u_s_5_s.png,Stimuli/testStimuliCube/6u_s_5_s.png,0,9,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.745555,9,1,0.40534,0,13,13,22,1,Stimuli/testStimuliCube/6u_s_6_s.png,Stimuli/testStimuliCube/6u_s_6_s.png,0,9,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,1,0,0.871365,9,1,0.51877,0,14,14,18,1,Stimuli/testStimuliCube/6u_s_4_s.png,Stimuli/testStimuliCube/6u_s_4_s.png,0,9,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,9,0,0.585185,9,1,0.459165,0,15,15,11,1,Stimuli/testStimuliCube/6u_s_6.png,Stimuli/testStimuliCube/6u_d_6.png,1,1,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.59764,1,1,0.6358,0,16,16,21,1,Stimuli/testStimuliCube/6u_s_5_s.png,Stimuli/testStimuliCube/6u_d_5_s.png,1,1,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.74103,9,1,0.43784,0,17,17,8,1,Stimuli/testStimuliCube/6u_s_5.png,Stimuli/testStimuliCube/6u_s_5.png,0,9,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,9,0,0.50489,9,1,0.57166,0,18,18,15,1,Stimuli/testStimuliCube/6u_s_2_s.png,Stimuli/testStimuliCube/6u_d_2_s.png,1,1,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.65579,9,1,0.72726,0,19,19,10,1,Stimuli/testStimuliCube/6u_s_6.png,Stimuli/testStimuliCube/6u_s_6.png,0,9,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.80777,1,1,0.488325,0,20,20,2,1,Stimuli/testStimuliCube/6u_s_2.png,Stimuli/testStimuliCube/6u_s_2.png,0,9,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.37298,1,1,1.29722,0,21,21,14,1,Stimuli/testStimuliCube/6u_s_2_s.png,Stimuli/testStimuliCube/6u_s_2_s.png,0,9,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.700925,9,1,1.09095,0,22,22,5,1,Stimuli/testStimuliCube/6u_s_3.png,Stimuli/testStimuliCube/6u_d_3.png,1,1,,,,,,,,
,,,,,,,19,female,A,2020-05-01_15h12.31.935,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.62645,1,1,0.48801,0,23,23,4,1,Stimuli/testStimuliCube/6u_s_3.png,Stimuli/testStimuliCube/6u_s_3.png,0,9,,,,,,,,
